58;49;58
8;3;8
45;32;45
13;52;13
15;6;15
28;17;28
29;18;29
60;51;60
22;11;22
56;45;56
16;7;16
44;31;44
48;37;48
46;33;46
24;13;24
17;9;17
23;12;23
42;30;42
58;49;58
58;49;58
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
45;32;45
8;3;8
8;3;8
8;3;8
8;3;8
13;52;13
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
15;6;15
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
28;17;28
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
8;3;8
